SMILES,name,kv_0C_cSt,kv_10C_cSt,kv_20C_cSt,kv_30C_cSt,kv_40C_cSt,kv_50C_cSt,kv_60C_cSt,kv_70C_cSt,kv_80C_cSt,kv_90C_cSt,kv_100C_cSt
CC(C)CCC(O)C(C)(C)C,"2,2,6-trimethyl-3-heptanol",25.778,17.477,11.959,8.419,6.081,4.495,3.393,2.61,2.044,1.626,1.304
CCCCCCC(C)OCC,"ether, ethyl 1-methylheptyl",2.924,2.382,1.959,1.636,1.384,1.186,1.028,0.9,0.796,0.709,0.636
CCCCC(C)(O)C(C)(C)C,"2,2,3-trimethyl-3-heptanol",47.153,30.688,20.182,13.721,9.607,6.905,5.08,3.817,2.923,2.277,1.788
CCC(C)C(O)CC(C)(C)C,"2,2,5-trimethyl-4-heptanol",33.458,22.525,15.309,10.711,7.693,5.658,4.25,3.256,2.538,2.011,1.607
CCCCCOCCC(C)C,pentyl isopentyl ether,2.831,2.31,1.903,1.592,1.35,1.158,1.006,0.882,0.78,0.697,0.626
CCCCCCC(C)(C)CO,"2,2-dimethyl-1-octanol",148.699,89.913,54.725,34.593,22.619,15.246,10.561,7.499,5.445,4.034,3.016
CCCCCC(O)C(C)(C)C,"2,2-dimethyl-3-octanol",31.065,20.919,14.212,9.936,7.128,5.235,3.927,3.004,2.339,1.851,1.477
CCCCC(O)CC(C)(C)C,"2,2-dimethyl-4-octanol",27.545,18.593,12.685,8.918,6.439,4.761,3.596,2.769,2.17,1.727,1.386
CCCCC(C)(O)CC(C)C,"2,4-dimethyl-4-octanol",35.429,23.623,15.932,11.091,7.94,5.827,4.372,3.346,2.606,2.063,1.646
CCC(C)CCCC(C)(C)O,"2,6-dimethyl-2-octanol",34.151,22.912,15.515,10.817,7.743,5.676,4.252,3.247,2.525,1.995,1.59
CCCCCC(C)(O)C(C)C,"2,3-dimethyl-3-octanol",27.709,18.627,12.675,8.899,6.423,4.75,3.589,2.765,2.166,1.724,1.383
CC(C)CCCC(C)C(C)O,"2,6-dimethyl-7-octanol",43.96,29.017,19.337,13.292,9.393,6.806,5.043,3.813,2.937,2.3,1.816
CC(C)C(CCO)C(C)(C)C,"1-pentanol, 4,4-dimethyl-3-(1-methylethyl)-",71.616,45.266,28.835,19.004,12.913,9.018,6.456,4.727,3.533,2.69,2.065
CC(C)C(O)(C(C)C)C(C)C,"2,4-dimethyl-3-(1-methylethyl)-3-pentanol",28.453,19.128,12.988,9.085,6.525,4.8,3.608,2.765,2.157,1.709,1.366
CCC(C)CC(O)CC(C)C,"2,6-dimethyl-4-octanol",31.775,21.233,14.321,9.95,7.1,5.19,3.877,2.954,2.291,1.806,1.436
C1CCCCSCCCC1,thiacyclodecane,34.226,25.509,19.169,14.691,11.465,9.099,7.333,5.995,4.966,4.164,3.517
CCCCSC=CC(C)C,"(E,Z)-1-butylthio-3-methyl-1-butene",2.365,1.94,1.617,1.374,1.187,1.039,0.919,0.821,0.739,0.67,0.61
CCCCSCC=C(C)C,1-butylthio-3-methyl-2-butene,1.614,1.364,1.175,1.032,0.92,0.831,0.758,0.696,0.643,0.598,0.557
CC(C)(C)C1CCSCC1,4-tert-butylthiane,14.149,10.804,8.327,6.538,5.223,4.238,3.488,2.909,2.456,2.096,1.801
O=C(Cl)c1cccc(F)c1,3-fluorobenzoyl chloride,3.266,2.617,2.138,1.788,1.525,1.32,1.157,1.025,0.916,0.825,0.746
COc1cccc(Cl)c1O,2-chloro-6-methoxyphenol,23.698,16.245,11.372,8.262,6.194,4.769,3.757,3.019,2.467,2.047,1.714
COc1c(O)cccc1Cl,3-chloro-2-methoxyphenol,20.363,14.444,10.412,7.734,5.895,4.596,3.653,2.955,2.427,2.02,1.695
COc1cc(Cl)ccc1O,4-chloro-2-methoxyphenol,18.701,13.67,10.1,7.636,5.894,4.633,3.704,3.006,2.473,2.06,1.728
COc1ccc(Cl)cc1O,5-chloro-2-methoxyphenol,18.469,13.486,9.957,7.526,5.809,4.568,3.654,2.967,2.442,2.035,1.709
ClC1=CCCCCCCC1,1-chlorocyclononene,15.039,11.531,8.927,7.043,5.652,4.607,3.808,3.189,2.702,2.314,1.996
CCCCC#CC(C)(C)Cl,2-chloro-2-methyl-3-octyne,7.395,5.671,4.392,3.467,2.786,2.274,1.883,1.581,1.343,1.154,0.998
C=CC(Cl)=CC(C)(C)CC,"5,5-dimethyl-3-chloro-1,3-heptadiene",2.654,2.163,1.78,1.487,1.26,1.082,0.939,0.823,0.729,0.651,0.585
ClCCSCCCl,bis(2-chloroethyl) sulfide,2.104,1.714,1.436,1.24,1.095,0.983,0.895,0.822,0.761,0.708,0.661
N#CCCC(=O)c1ccccc1,"propanenitrile, 3-benzoyl-",15.979,11.819,8.938,6.974,5.583,4.564,3.799,3.211,2.75,2.381,2.077
COc1ccc(C=CC#N)cc1,4-methoxycinnamonitrile,19.951,14.879,11.156,8.509,6.597,5.193,4.148,3.359,2.755,2.287,1.911
Nc1ccc(O)c2ccccc12,4-amino-1-naphthol,9607.517,5137.945,2739.373,1527.415,886.73,533.92,332.306,213.144,140.519,94.994,64.705
CC1(c2ccccc2)OC1C#N,3-methyl-3-phenyl-oxiranecarbonitrile,38.59,20.384,11.521,7.257,4.976,3.648,2.818,2.27,1.89,1.616,1.405
CC1=Nc2ccccc2C(=O)C1,2-methyl-4-quinolone,31.889,23.569,17.58,13.389,10.391,8.204,6.58,5.353,4.412,3.681,3.092
Nc1ccc2cccc(O)c2c1,2-amino-8-naphthol,10689.972,5699.341,3028.227,1682.773,973.71,584.435,362.628,231.906,152.455,102.783,69.815
Nc1cccc2ccc(O)cc12,1-amino-7-naphthol,10689.972,5699.341,3028.227,1682.773,973.71,584.435,362.628,231.906,152.455,102.783,69.815
Nc1c(O)ccc2ccccc12,1-amino-2-naphthol,10304.967,5503.698,2929.541,1630.614,944.928,567.911,352.808,225.878,148.642,100.306,68.196
Cn1ccc2ccccc2c1=O,"1(2H)-isoquinolinone, 2-methyl-",172.465,115.555,78.169,54.454,38.946,28.522,21.341,16.28,12.64,9.972,7.933
CC(C)n1ccc2ccccc21,"indole, 1-isopropyl-",35.77,26.305,19.519,14.789,11.421,8.974,7.164,5.802,4.762,3.957,3.311
CCOC(=O)C(N)CC(C)C,L-leucine ethyl ester,31.396,21.859,15.378,11.113,8.227,6.224,4.801,3.77,3.009,2.436,1.989
CC(C)(C)CC(C)(C)[N+](=O)[O-],"pentane, 2,2,4-trimethyl-4-nitro-",11.514,8.757,6.724,5.265,4.197,3.4,2.796,2.331,1.968,1.681,1.446
CCCCCCCC[N+](=O)[O-],1-nitrooctane,17.829,13.405,10.145,7.813,6.118,4.865,3.926,3.211,2.66,2.23,1.883
CCOCCCN(CC)CC,.gamma.-ethoxypropyldiethylamine,2.572,2.094,1.722,1.438,1.217,1.044,0.905,0.793,0.701,0.625,0.561
C=C(C)C(Cl)(Cl)Cl,"1,1,1-trichloro-2-methyl-2-propene",1.916,1.59,1.333,1.135,0.98,0.857,0.757,0.676,0.608,0.552,0.504
CC(CCl)=C(Cl)Cl,"1,1,3-trichloro-2-methyl-1-propene",3.478,2.76,2.213,1.806,1.497,1.258,1.071,0.923,0.803,0.706,0.624
C=C(Cl)C(Cl)CCl,"2,3,4-trichloro-1-butene",2.597,2.079,1.685,1.391,1.166,0.991,0.853,0.742,0.652,0.577,0.514
BrBr,bromine,0.386,0.349,0.318,0.293,0.27,0.249,0.23,0.212,0.195,0.179,0.164
FCI,"methane, fluoroiodo-",0.401,0.343,0.296,0.259,0.229,0.204,0.184,0.167,0.153,0.141,0.131
FC(F)(F)Cc1ccccc1,"(2,2,2-trifluoroethyl)-benzene",1.39,1.158,0.974,0.831,0.719,0.628,0.555,0.495,0.445,0.403,0.368
Cc1cccc(C(F)(F)F)c1,1-methyl-3-(trifluoromethyl)benzene,1.66,1.348,1.107,0.924,0.782,0.671,0.583,0.511,0.453,0.405,0.364
C1OCC2(CO1)COCOC2,pentaerythritol diformal,17.311,12.826,9.623,7.394,5.802,4.639,3.773,3.116,2.608,2.211,1.889
Oc1ccc2ccccc2c1O,"1,2-naphthalenediol",261.359,173.963,116.764,80.667,57.198,41.521,30.789,23.277,17.911,14.006,11.039
Oc1cc(O)c2ccccc2c1,"1,3-naphthalenediol",256.391,170.4,114.241,78.871,55.906,40.581,30.098,22.763,17.523,13.711,10.813
Oc1ccc(O)c2ccccc12,"1,4-naphthalenediol",250.119,166.549,111.861,77.343,54.892,39.887,29.609,22.41,17.263,13.515,10.664
Oc1cc2ccccc2cc1O,"2,3-naphthalenediol",256.391,170.4,114.241,78.871,55.906,40.581,30.098,22.763,17.523,13.711,10.813
Oc1ccc2ccc(O)cc2c1,"2,7-dihydroxynaphthalene",252.718,169.035,113.982,79.052,56.236,40.935,30.425,23.046,17.762,13.908,10.975
COC(=O)C#Cc1ccccc1,methyl phenylpropynoate,10.425,7.882,6.029,4.711,3.751,3.038,2.498,2.082,1.758,1.5,1.289
CCOC(=O)CCCC(=O)[O-],"pentanedioic acid, ethyl ester",14.684,10.955,8.265,6.375,5.014,4.014,3.264,2.692,2.249,1.901,1.618
CC(C)(C)C(C(=O)O)C(=O)O,tert-butylpropanedioic acid,56.794,35.584,23.062,15.832,11.391,8.519,6.578,5.216,4.23,3.496,2.922
COC(=O)CCCCC(=O)O,monomethyl adipate,56.79,35.085,22.473,15.259,10.85,8.007,6.092,4.756,3.794,3.083,2.533
COC(=O)/C(OC)=C(\C)OC,"2-butenoic acid, 2,3-dimethoxy-, methyl ester, (Z)-",3.788,3.059,2.495,2.068,1.739,1.481,1.277,1.112,0.978,0.868,0.774
COC(=O)CCCC(=O)OC,dimethyl pentanedioate,3.544,2.968,2.496,2.12,1.815,1.567,1.364,1.195,1.054,0.936,0.835
COC(=O)/C(OC)=C(/C)OC,"(E)-2,3-dimethoxy-2-butenoic acid methyl ester",3.788,3.059,2.495,2.068,1.739,1.481,1.277,1.112,0.978,0.868,0.774
CCOC(=O)CCC(=O)OC,ethyl methyl butanedioate,4.137,3.311,2.676,2.199,1.834,1.55,1.326,1.147,1.002,0.883,0.783
CC(=O)OCCCOC(C)=O,"1,3-propandiol diacetate",3.085,2.501,2.048,1.703,1.436,1.227,1.06,0.925,0.815,0.725,0.648
O=C(O)CCCCCC(=O)O,"1,7-heptanedioic acid",27.522,20.317,15.168,11.584,9.03,7.17,5.788,4.743,3.941,3.315,2.81
CC(C)(CCC(=O)O)C(=O)O,"2,2-dimethylpentanedioic acid",311.884,172.261,98.962,61.28,40.262,27.747,19.886,14.723,11.204,8.727,6.886
CC(=O)OCC(C)OC(C)=O,"1,2-propanediyl diethanoate",4.514,3.518,2.772,2.227,1.819,1.509,1.269,1.08,0.929,0.808,0.707
CC(C)(CC(=O)O)CC(=O)O,"3,3-dimethylglutaric acid",78.754,55.061,38.843,28.096,20.788,15.699,12.079,9.453,7.513,6.057,4.92
COCCOC(=O)CC(C)=O,3-Oxo-butanoic acid 2-methoxyethyl ester,7.086,5.488,4.295,3.424,2.777,2.286,1.908,1.612,1.378,1.19,1.034
C=C(OC)C(OC)C(=O)OC,"3-butenoic acid, 2,3-dimethoxy-, methyl ester",5.52,4.291,3.372,2.703,2.203,1.824,1.531,1.301,1.117,0.97,0.847
CC(C(=O)O)C(C)(C)C(=O)O,"butanedioic acid, trimethyl-",72.826,45.845,29.649,20.181,14.337,10.56,8.021,6.253,4.987,4.055,3.337
CCOC(=O)CC(=O)OCC,"diethyl 1,3-propanedioate",3.276,2.544,2.03,1.671,1.409,1.212,1.058,0.935,0.836,0.754,0.684
CCC(C(=O)OC)C(=O)OC,dimethyl ethylmalonate,5.56,4.311,3.379,2.699,2.193,1.809,1.513,1.281,1.097,0.95,0.827
CC(CCCC(=O)O)C(=O)O,2-methylhexanedioic acid,47.84,32.037,21.952,15.668,11.571,8.796,6.852,5.452,4.419,3.64,3.026
CCCCCCOC(=O)CO,hexyl hydroxyethanoate,11.816,8.832,6.671,5.146,4.047,3.237,2.63,2.167,1.809,1.528,1.299
CCCCCCCC(=O)OO,octaneperoxoic acid,15.021,10.897,8.018,6.06,4.688,3.701,2.976,2.431,2.015,1.691,1.43
CCCCCOC(=O)C(C)O,pentyl 2-hydroxypropanoate,9.47,6.387,4.499,3.355,2.615,2.109,1.747,1.477,1.27,1.106,0.971
CCCC(O)CC(=O)OCC,"hexanoic acid, 3-hydroxy-, ethyl ester",13.236,9.635,7.091,5.344,4.113,3.226,2.574,2.086,1.714,1.427,1.196
CC(C)C1COC(C)(O)OC1,"trans-2-hydroxy-2-methyl-5-(1-methylethyl)-1,3-dioxane",29.722,21.172,15.281,11.332,8.604,6.671,5.268,4.229,3.445,2.843,2.364
CO[C@H]1O[C@H](C)CC(C)(C)O1,"trans-2-methoxy-4,6,6-trimethyl-1,3-dioxane",3.618,2.951,2.43,2.031,1.721,1.477,1.282,1.124,0.994,0.887,0.797
CCCCOC(=O)CCOC,"propanoic acid, 3-methoxy-, butyl ester",3.769,3.022,2.447,2.014,1.683,1.425,1.221,1.058,0.925,0.817,0.725
CCCCC(O)C(=O)OCC,ethyl 2-hydroxyhexanoate,16.542,11.866,8.615,6.417,4.89,3.802,3.01,2.421,1.977,1.635,1.362
CCCCOC(C)C(=O)OC,methyl 2-butoxypropanoate,3.408,2.704,2.168,1.769,1.466,1.232,1.048,0.903,0.785,0.69,0.61
CO[C@H]1O[C@@H](C)CC(C)(C)O1,"cis-2-methoxy-4,6,6-trimethyl-1,3-dioxane",3.618,2.951,2.43,2.031,1.721,1.477,1.282,1.124,0.994,0.887,0.797
CCCCOCCOC(C)=O,2-butoxyethyl acetate,3.107,2.405,1.916,1.578,1.335,1.153,1.013,0.902,0.812,0.738,0.674
CO[C@H]1CO[C@@H](C(C)C)OC1,"cis-5-methoxy-2-(1-methylethyl)-1,3-dioxane",6.713,5.251,4.148,3.337,2.729,2.264,1.904,1.621,1.395,1.213,1.061
COCCOC1CCCCO1,2-(2-Methoxyethoxy)-tetrahydro-2H-pyran,6.251,5.024,4.077,3.361,2.812,2.383,2.043,1.771,1.55,1.369,1.216
CCCCOC(C)OC(C)=O,1-butoxyethyl ethanoate,3.305,2.623,2.104,1.717,1.424,1.198,1.021,0.881,0.768,0.676,0.599
CC(C)C1OCC(CO)CO1,"1,3-dioxane-5-methanol, 2-(1-methylethyl)-, trans-",49.527,34.543,24.387,17.709,13.182,10.03,7.782,6.145,4.929,4.01,3.287
CC(C)[C@H]1OC[C@@H](CO)CO1,"1,3-dioxane-5-methanol, 2-(1-methylethyl)-, cis-",49.527,34.543,24.387,17.709,13.182,10.03,7.782,6.145,4.929,4.01,3.287
CO[C@H]1CO[C@H](C(C)C)OC1,"1,3-dioxane, 5-methoxy-2-(1-methylethyl)-, trans-",6.713,5.251,4.148,3.337,2.729,2.264,1.904,1.621,1.395,1.213,1.061
COCCC1COC(C)(C)O1,"1,3-Dioxolane, 4-(2-methoxyethyl)-2,2-dimethyl- (7CI)",3.565,2.902,2.385,1.99,1.684,1.443,1.251,1.095,0.968,0.863,0.774
N#CC1C2CCC(CC2)C1C#N,"cis-bicyclo[2.2.2]octane-2,3-dicarbonitrile",31.101,22.586,16.564,12.426,9.513,7.417,5.881,4.733,3.862,3.191,2.656
CN(C)C(C#N)c1ccccc1,"acetonitrile, (dimethylamino)phenyl-",9.518,7.297,5.646,4.45,3.566,2.902,2.394,2.0,1.691,1.445,1.243
CCCCC=Cc1ccccc1,"1-hexene, 1-phenyl-",3.0,2.42,1.991,1.677,1.439,1.255,1.108,0.988,0.889,0.806,0.734
C/C=C(/CCC)c1ccccc1,3-phenyl-2-hexene,2.421,1.99,1.666,1.425,1.24,1.094,0.977,0.88,0.798,0.729,0.669
CC/C=C(/CC)c1ccccc1,3-phenyl-3-hexene,2.015,1.68,1.425,1.232,1.081,0.96,0.862,0.78,0.711,0.652,0.6
C=CCCCCc1ccccc1,"benzene, 5-hexenyl-",2.259,1.85,1.544,1.318,1.145,1.009,0.9,0.81,0.734,0.67,0.615
Cc1cc(C)c2c(c1)CCC2C,"1H-indene, 2,3-dihydro-1,5,7-trimethyl-",3.596,2.881,2.343,1.944,1.641,1.404,1.216,1.064,0.94,0.837,0.749
Cc1cc2c(c(C)c1C)CCC2,"1H-indene, 2,3-dihydro-4,5,6-trimethyl-",3.673,2.937,2.385,1.976,1.665,1.424,1.232,1.078,0.952,0.847,0.758
Cc1ccc2c(c1)CCC2(C)C,"2,3-dihydro-1,1,5-trimethyl-1H-indene",3.758,3.018,2.461,2.049,1.735,1.489,1.294,1.136,1.007,0.899,0.806
Cc1ccc2c(c1C)CC(C)C2,"2,3-dihydro-2,4,5-trimethyl-1H-indene",3.682,2.954,2.405,1.997,1.686,1.443,1.251,1.095,0.968,0.862,0.772
Cc1ccc2c(c1C)CCCC2,"5,6-dimethyl-1,2,3,4-tetrahydronaphthalene",23.52,17.225,12.731,9.616,7.406,5.806,4.626,3.741,3.067,2.546,2.128
CCc1ccc2c(c1)CCC2C,"2,3-dihydro-5-ethyl-1-methyl-1H-indene",15.002,11.028,8.176,6.187,4.773,3.746,2.988,2.419,1.985,1.649,1.38
Cc1cccc2c1CCC(C)C2,"2,5-dimethyl-1,2,3,4-tetrahydronaphthalene",14.286,10.616,7.956,6.083,4.736,3.751,3.018,2.463,2.036,1.705,1.437
Cc1cc(C)c2c(c1C)CCC2,"4,5,7-trimethylindan",3.673,2.937,2.385,1.976,1.665,1.424,1.232,1.078,0.952,0.847,0.758
C=Cc1ccc(CCCC)cc1,"styrene, 4-butyl-",3.32,2.683,2.199,1.837,1.559,1.341,1.167,1.026,0.909,0.813,0.73
Cc1ccc2c(c1)C(C)CC2C,"2,3-dihydro-1,3,5-trimethyl-1H-indene",3.439,2.773,2.268,1.891,1.602,1.375,1.195,1.049,0.929,0.829,0.743
CC(C)=CC(C)c1ccccc1,"benzene, (1,3-dimethyl-2-butenyl)-",3.451,2.76,2.243,1.863,1.575,1.351,1.173,1.03,0.912,0.814,0.731
C[C@H]1Cc2ccccc2[C@H](C)C1,"naphthalene, 1,2,3,4-tetrahydro-1,3-dimethyl-, trans-",8.374,6.552,5.172,4.152,3.384,2.798,2.342,1.985,1.7,1.471,1.28
Cc1ccc(C=CC(C)C)cc1,1-methyl-4-(3-methyl-1-butenyl)benzene,6.238,4.911,3.901,3.151,2.584,2.148,1.808,1.54,1.326,1.153,1.008
C1C2C3CC(C12)C1C2CC2CC31,"pentacyclo[6.3.1.02,7.03,5.09,11]dodecane",2.595,2.073,1.672,1.371,1.141,0.963,0.822,0.709,0.618,0.544,0.481
C=C(C)c1ccc(C(C)C)cc1,1-isopropyl-4-isopropenylbenzene,4.859,3.855,3.088,2.514,2.078,1.74,1.476,1.265,1.096,0.959,0.843
CC(C)C1Cc2ccccc2C1,"1H-indene, 2,3-dihydro-2-(1-methylethyl)-",11.307,8.555,6.529,5.079,4.02,3.233,2.638,2.182,1.828,1.548,1.32
C=Cc1cc(CC)ccc1CC,"2,5-diethylstyrene",2.155,1.753,1.461,1.25,1.091,0.968,0.87,0.79,0.723,0.666,0.616
C=C(c1ccccc1)C(C)(C)C,"3,3-dimethyl-2-phenylbutene",5.618,4.415,3.5,2.823,2.311,1.92,1.615,1.375,1.184,1.029,0.901
C=Cc1cc(CC)cc(CC)c1,"3,5-diethylstyrene",11.967,8.899,6.673,5.103,3.975,3.149,2.534,2.068,1.711,1.432,1.208
CCC=Cc1ccc(C)c(C)c1,"4-(1-butenyl)-1,2-dimethylbenzene",2.151,1.745,1.451,1.24,1.081,0.959,0.862,0.782,0.716,0.659,0.61
CC(C)c1cccc2c1CCC2,4-(1-methylethyl)indan,5.537,4.37,3.48,2.816,2.313,1.926,1.624,1.385,1.194,1.039,0.91
C=Cc1cccc(C(C)(C)C)c1,m-tert-butylstyrene,10.515,8.003,6.138,4.792,3.803,3.066,2.507,2.077,1.742,1.478,1.263
CC=Cc1c(C)cc(C)cc1C,"1-(1-propenyl)-2,4,6-trimethylbenzene",11.644,8.663,6.499,4.973,3.876,3.072,2.473,2.019,1.671,1.399,1.181
CCC=Cc1ccc(C)cc1C,"1-(1-butenyl)-2,4-dimethylbenzene",2.135,1.737,1.448,1.239,1.082,0.96,0.863,0.784,0.717,0.661,0.611
CCC=Cc1ccc(CC)cc1,1-(1-butenyl)-4-ethylbenzene,3.935,3.174,2.597,2.167,1.837,1.579,1.373,1.206,1.069,0.955,0.857
CCC(=Cc1ccccc1)CC,"1-butene, 2-ethyl-1-phenyl-",2.485,2.034,1.698,1.449,1.259,1.109,0.989,0.89,0.807,0.737,0.676
CC=CC(C)c1ccc(C)cc1,1-methyl-4-(1-methyl-2-butenyl)benzene,2.722,2.38,2.078,1.818,1.595,1.404,1.242,1.103,0.984,0.882,0.793
CC(C)(C)C=Cc1ccccc1,"benzene, [(1E)-3,3-dimethyl-1-butenyl]-",7.647,5.948,4.666,3.723,3.018,2.482,2.068,1.745,1.489,1.284,1.114
Cc1ccc2c(c1)C(C)(C)CC2,"2,3-dihydro-1,1,6-trimethyl-1H-indene",2.601,2.09,1.711,1.434,1.225,1.062,0.933,0.828,0.741,0.668,0.605
Cc1cccc2c1CC(C)CC2,"2,8-dimethyltetralin",13.993,10.39,7.785,5.954,4.64,3.679,2.963,2.421,2.004,1.68,1.418
CCc1cc2c(cc1C)CCC2,5-ethyl-6-methylindan,4.015,3.23,2.637,2.196,1.858,1.594,1.384,1.214,1.074,0.958,0.859
CCCCC(OCC)OCC,"pentane, 1,1-diethoxy-",3.088,2.534,2.101,1.768,1.507,1.301,1.136,1.001,0.89,0.799,0.72
CCCC(C)(O)CC(C)(C)O,"2,4-dimethyl-2,4-heptanediol",110.593,69.843,44.468,29.302,19.911,13.908,9.959,7.293,5.451,4.15,3.186
CC(O)CC(C)CC(C)(C)O,"2,4-dimethyl-2,6-heptanediol",92.607,59.393,38.466,25.776,17.804,12.633,9.183,6.822,5.167,3.984,3.098
CC(C)CC(O)CC(C)(C)O,"2,4-heptanediol, 2,6-dimethyl-",69.722,45.407,29.842,20.249,14.138,10.128,7.425,5.558,4.24,3.291,2.575
CCC(C)(O)CC(O)C(C)C,"2,5-dimethyl-3,5-heptanediol",68.566,44.654,29.347,19.913,13.904,9.96,7.302,5.466,4.17,3.236,2.533
CC(C)(O)CCCC(C)(C)O,"2,6-Dimethyl-2,6-heptanediol",137.787,83.689,51.318,32.757,21.67,14.799,10.401,7.5,5.536,4.173,3.178
CC(C)(O)CCCCCCO,"7-methyl-1,7-octanediol",255.753,155.645,95.331,60.58,39.787,26.917,18.703,13.313,9.687,7.19,5.382
COC(C)(C)CCC(C)(C)O,"2-methoxy-2,5-dimethylhexane-5-ol",9.025,6.782,5.153,4.001,3.167,2.551,2.086,1.731,1.454,1.236,1.058
CCCC(CCCO)C(C)O,"4-propyl-1,5-hexanediol",177.52,110.855,69.728,45.404,30.496,21.063,14.919,10.81,7.997,6.029,4.583
CCCC(O)CCC(O)CC,"3,6-nonanediol",135.325,85.303,54.183,35.604,24.118,16.791,11.982,8.744,6.512,4.94,3.779
CCCCC(O)C(O)CCC,"4,5-nonanediol",378.112,190.07,98.305,55.201,33.172,21.09,14.057,9.75,6.995,5.166,3.873
CCCC(O)(CC)CCCO,"4-ethyl-1,4-heptanediol",247.339,150.523,92.192,58.585,38.476,26.03,18.087,12.875,9.368,6.953,5.205
CCC(O)(CC)CCCCO,"5-ethyl-1,5-heptanediol",251.874,153.28,93.881,59.657,39.18,26.506,18.417,13.11,9.539,7.08,5.3
CC=C(C)c1cc(C)cc(C)c1,"1,3-dimethyl-5-(1-methyl-1-propenyl)benzene",2.205,1.791,1.49,1.273,1.11,0.984,0.883,0.801,0.732,0.674,0.623
CC(C)(CCCO)CCCO,"4,4-dimethyl-1,7-heptanediol",1354.764,754.807,421.077,245.28,148.526,93.129,60.264,40.125,27.418,19.182,13.532
Cc1ccc2c(c1)CCC(C)C2,"2,6-dimethyltetralin",3.741,2.984,2.427,2.021,1.716,1.48,1.293,1.142,1.018,0.915,0.826
CC(O)C(C)CCCCCO,"6-methyl-1,7-octanediol",177.065,110.572,69.551,45.288,30.419,21.01,14.881,10.783,7.977,6.014,4.572
CCCCC(C)(O)CC(C)O,"4-methyl-2,4-octanediol",90.317,58.284,37.937,25.507,17.655,12.543,9.123,6.779,5.135,3.959,3.078
Cc1cc2c(cc1C)CCCC2,"6,7-dimethyl-1,2,3,4-tetrahydronaphthalene",5.524,4.337,3.478,2.865,2.411,2.064,1.792,1.575,1.398,1.251,1.125
CCc1ccc2c(c1)CCCC2,6-ethyltetralin,17.895,13.255,9.903,7.552,5.868,4.638,3.724,3.034,2.505,2.094,1.763
Cc1ccc(C)c2c1CCC2C,"2,3-dihydro-1,4,7-trimethyl-1H-indene",3.789,3.035,2.468,2.047,1.727,1.477,1.279,1.119,0.989,0.88,0.787
Cc1cc(C)c2c(c1)CCCC2,"5,7-dimethyl-1,2,3,4-tetrahydronaphthalene",20.274,14.946,11.113,8.437,6.527,5.139,4.11,3.337,2.745,2.287,1.919
Cc1ccc(C)c2c1CC(C)C2,"indan, 1,4,7-trimethyl",3.596,2.881,2.343,1.944,1.641,1.404,1.216,1.064,0.94,0.837,0.749
Cc1ccc(C)c2c1CCCC2,"5,8-dimethyltetralin",19.622,14.465,10.763,8.179,6.336,4.995,4.001,3.251,2.678,2.233,1.875
CCC(C)(O)CCCCCO,"6-methyl-1,6-octanediol",252.017,153.369,93.936,59.692,39.204,26.522,18.429,13.118,9.545,7.085,5.304
CCCCC(CO)CCCO,"2-butyl-1,5-pentanediol",796.495,458.5,264.75,159.2,99.277,63.971,42.46,28.948,20.223,14.445,10.404
CC(C)CC(CO)CCCO,"2-isobutyl-1,5-pentanediol",582.156,338.497,197.583,120.036,75.587,49.157,32.913,22.626,15.931,11.464,8.32
CCCCOCOCCCC,"butane, 1,1'-[methylenebis(oxy)]bis-",1.709,1.467,1.268,1.108,0.977,0.869,0.779,0.703,0.639,0.585,0.537
CCCCOCCOCCC,"ethane, 1-butoxy-2-propoxy-",2.589,2.139,1.798,1.541,1.343,1.186,1.058,0.952,0.863,0.787,0.721
CC(C)COCOCC(C)C,"propane, 1,1'-[methylenebis(oxy)]bis[2-methyl-",3.081,2.529,2.095,1.762,1.501,1.295,1.129,0.994,0.884,0.792,0.714
CCCCCCCOCCO,2-(heptyloxy)ethanol,5.455,4.319,3.454,2.809,2.319,1.942,1.646,1.412,1.223,1.07,0.941
CCCC(O)CC(C)(O)CC,"3-methyl-3,5-octanediol",110.252,70.447,45.419,30.289,20.816,14.697,10.631,7.859,5.926,4.549,3.521
CCCCC(CC)(CO)CO,"2-butyl-2-ethyl-1,3-propanediol",1148.962,638.945,355.729,206.829,125.04,78.303,50.623,33.69,23.019,16.111,11.376
C[C@@H]1CCc2ccccc2[C@@H]1C,"naphthalene, 1,2,3,4-tetrahydro-1,2-dimethyl-, cis-",9.026,7.042,5.543,4.437,3.608,2.975,2.485,2.1,1.795,1.55,1.346
Cc1ccc2c(c1C)CCC2C,"2,3-dihydro-1,4,5-trimethyl-1H-indene",3.784,3.031,2.465,2.045,1.725,1.476,1.278,1.118,0.987,0.879,0.786
c1ccc(CC2CCCC2)cc1,cyclopentylphenylmethane,16.457,12.207,9.139,6.986,5.442,4.312,3.471,2.834,2.345,1.964,1.656
CCC(C)/C=C/c1ccccc1,(3-methyl-1-pentenyl)benzene,4.734,3.752,3.016,2.474,2.063,1.747,1.498,1.298,1.136,1.003,0.891
CCCC(C)=Cc1ccccc1,(2-methyl-1-pentenyl)benzene,13.745,10.293,7.757,5.95,4.642,3.68,2.961,2.416,1.998,1.672,1.409
CCCC=CCc1ccccc1,(2-hexenyl)benzene,2.544,2.079,1.732,1.475,1.279,1.124,1.0,0.898,0.813,0.741,0.679
